序号	公司名	证券代码	报告年份	报告标题	官方来源URL	来源类型	下载时间	本地文件名	文件大小字节	页数	PDF_SHA256	规范化文本指纹	MinerU解析方式	解析状态	输出目录
12	大中矿业	001203.SZ	2024	本报告为大中矿业股份有限公司面向社会公开发布的第二份环境、社会和公司治理（ESG）报告。报告秉承客观、规范、	https://static.cninfo.com.cn/finalpage/2025-04-19/1223152065.PDF	CNINFO	2026-09-04T09:12:33+08:00	第7批次_12_大中矿业.pdf	52326794	74	4904cc62333844f63670385ce414d8f219032f5cee400e00158292aaea9535fd	0223e69ffada114670714b7e1de2966bed7b49034a5f4d13a23f814a20895418	pipeline-txt	success_api_gpu	pdf_text/batch-07/001203.SZ
13	好太太	603848.SH	2024	环境、社会及公司治理(ESG)报告	https://static.cninfo.com.cn/finalpage/2025-04-26/1223318466.PDF	CNINFO	2026-09-04T09:13:34+08:00	第7批次_13_好太太.pdf	52185913	57	8c6c6a28efb116d5eafabe2a18774e3f2663eba776485c3978d07ca69c9e2e12	fd46e1a65722873fce59d2fa96f5fb0e2eb21125fd08d08b606803291e9931a8	pipeline-txt	success_api_gpu	pdf_text/batch-07/603848.SH
14	宝通科技	300031.SZ	2024	宝通科技2024年ESG报告	https://static.cninfo.com.cn/finalpage/2025-04-29/1223376764.PDF	CNINFO	2026-09-04T09:14:02+08:00	第7批次_14_宝通科技.pdf	51561406	87	5746ae7e0699216e56940d3bfc5beff0b47ed69fee90bf1ac1742e2578b0f170	c412f27d4826a6b3419f25250c328d34d80ea0c747c0e739175b0ef3e5ae058e	pipeline-txt	success_api_gpu	pdf_text/batch-07/300031.SZ
15	科大智能	300222.SZ	2024	2024年度环境、社会及公司治理（ESG）报告	https://static.cninfo.com.cn/finalpage/2025-04-19/1223147944.PDF	CNINFO	2026-09-04T09:14:09+08:00	第7批次_15_科大智能.pdf	51436314	33	d67d625166b8ea04817b042f0f62b4061950aad701d2613f181ccd732eb8d8ff	740b5de10682ea6a6d455cbf4560c10ca305a5fd1b5372ac0b3316077f2b7203	pipeline-txt	success_api_gpu	pdf_text/batch-07/300222.SZ
16	中机认检	301508.SZ	2024	环境、 社会及治理 （ESG） 报告	https://static.cninfo.com.cn/finalpage/2025-04-21/1223148319.PDF	CNINFO	2026-09-04T09:14:43+08:00	第7批次_16_中机认检.pdf	51426620	50	dac4072b77e3de79e2a6f599ec6d639ce8fff0a443673a683658878da5ac829c	9f50b49bb00f744cceac647c86e6d3134643240dd427cf9bc703d47764e6bb6b	pipeline-txt	success_api_gpu	pdf_text/batch-07/301508.SZ
17	ST棕榈	002431.SZ	2024	ST棕榈2024年ESG报告	https://static.cninfo.com.cn/finalpage/2025-04-26/1223316892.PDF	CNINFO	2026-09-04T09:14:58+08:00	第7批次_17_ST棕榈.pdf	51259944	53	d903144ff380aa42c9a475e1ceb68fa996c37a34faabc6dfcc0e1d164d0f5de7	cf6bc0ce9549423f26bc5b3ec1ce742371c8a4c14c3b41b29ab1bc954d0f6229	pipeline-txt	success_api_gpu	pdf_text/batch-07/002431.SZ
18	太极集团	600129.SH	2024	本报告是太极集团发布的第三份 ESG 报告，本着客观、规范、透明和全面的原则，详	https://static.cninfo.com.cn/finalpage/2025-03-29/1222950938.PDF	CNINFO	2026-09-04T09:15:05+08:00	第7批次_18_太极集团.pdf	51090496	68	44170c753f60bf1636e73226fa849aa339a89a1774f09dabcc4395ef0376c007	a2e26f50e2f13b3e492466b1c04eae57d65c89c780672643da046d7310026c8f	pipeline-txt	success_api_gpu	pdf_text/batch-07/600129.SH
19	光峰科技	688007.SH	2024	环境、社会与治理(ESG)报告	https://static.cninfo.com.cn/finalpage/2025-04-30/1223423641.PDF	CNINFO	2026-09-04T09:15:16+08:00	第7批次_19_光峰科技.pdf	51023632	71	9b6719cce359c6bd5c8fe74eda10a1f9d7f6fac34e23e0b3b7bde0913fbb7668	6a551cc28b3747709457ca99a9405b7261ac1c4f11818229a8aa579af81912d3	pipeline-txt	success_api_gpu	pdf_text/batch-07/688007.SH
20	电广传媒	000917.SZ	2024	本报告是湖南电广传媒股份有限公司发布的第二份ESG报告，展现了公司2024年在环境、社会及公司治理方面的	https://static.cninfo.com.cn/finalpage/2025-04-26/1223329334.PDF	CNINFO	2026-09-04T09:16:15+08:00	第7批次_20_电广传媒.pdf	50468298	54	3ec7a70c684cbd116d2ea81bacaa86e95062ccb4a247dea7e09378b212f354e1	ca22f3d82bd3be338360ff6fa9329b9aeefd1b6a5e128caa49c48ac3214896a8	pipeline-txt	success_api_gpu	pdf_text/batch-07/000917.SZ
21	昆药集团	600422.SH	2024	《昆药集团股份有限公司2024年度环境、社会及治理（ESG）报告》（以下称“本报告”）是昆药集团股份有限公司第	https://static.cninfo.com.cn/finalpage/2025-03-12/1222769149.PDF	CNINFO	2026-09-04T09:16:25+08:00	第7批次_21_昆药集团.pdf	50373720	66	0ea6cf474c688da5ea86a53c30861484dbec875cfd4426fbb024a2d5f1b35aaf	c3162f5eab236186c2a245a55d8e2bb4f8cc5fa2acad97bf20c28ff9efa98289	pipeline-txt	success_api_gpu	pdf_text/batch-07/600422.SH
22	奇德新材	300995.SZ	2024	本报告是广东奇德新材料股份有限公司（以下简称 “奇德新材”、“公司”或“我们”）发布的首份环境、社会及公司治理（ESG）报告，旨在将可持续发展理念融入公司治理，并向我们的	https://static.cninfo.com.cn/finalpage/2025-04-15/1223097409.PDF	CNINFO	2026-09-04T09:16:35+08:00	第7批次_22_奇德新材.pdf	50362217	69	480088da32c575a010c5fa9291a27f0fb245cc698e72b03a2042c1f5c9546616	fb6bf49259ac84e79d33fbc749208b9cf18869fbb337b13aeed1bf4e67b3fb0b	pipeline-txt	success_api_gpu	pdf_text/batch-07/300995.SZ
23	深天马A	000050.SZ	2024	本报告内容来自于公司 2024 年 1 月 1 日至 2024 年 12 月 31 日期间，每年定期对外发布。	https://static.cninfo.com.cn/finalpage/2025-03-15/1222806961.PDF	CNINFO	2026-09-04T09:16:42+08:00	第7批次_23_深天马A.pdf	50355703	66	e8c5cbdb9fa9a574f3a201064678b6cd98f22ea17fd8a6468541c4f9a9738e05	724f056d1feff194239f8cbe719c867bef0eb6a207e59a1b62e97c1619084a80	pipeline-txt	success_api_gpu	pdf_text/batch-07/000050.SZ
24	健帆生物	300529.SZ	2024	环境、社会及公司治理 (ESG) 报告	https://static.cninfo.com.cn/finalpage/2025-04-16/1223100833.PDF	CNINFO	2026-09-04T09:16:52+08:00	第7批次_24_健帆生物.pdf	50200079	62	de60936a289b187db9c71dcc670a164d3d551e8737253c14e4084fdbc4ffd51c	b4ea69a250e1836a37838f71f75f7fdd304d7de6ee126e88f6ce6f2e9a3c5a8c	pipeline-txt	success_api_gpu	pdf_text/batch-07/300529.SZ
25	鲁信创投	600783.SH	2024	环境、社会和公司治理( ESG) 报告	https://static.cninfo.com.cn/finalpage/2025-04-30/1223414486.PDF	CNINFO	2026-09-04T09:17:37+08:00	第7批次_25_鲁信创投.pdf	50035731	50	7db2b239a294c996c6655a63c034649659d7d310ab9a7aabc214a7f814a63e1a	04397f76dac428853946cc397f75d0733c58a03bbdfc65445d13705a54c9ace6	pipeline-txt	success_api_gpu	pdf_text/batch-07/600783.SH
26	秀强股份	300160.SZ	2024	标准》（GRI Standards）以及《中国企业社会责任报告指南	https://static.cninfo.com.cn/finalpage/2025-04-17/1223110312.PDF	CNINFO	2026-09-04T09:18:03+08:00	第7批次_26_秀强股份.pdf	49761555	42	486a49f4673e7931c4215ea0f3d48f5119c72e328d8aec420d652899eed1dc51	9637b856f5993ea23fea4724460c5f2db97bfe77945b50772c0c2be8f6e1ac5c	pipeline-txt	success_api_gpu	pdf_text/batch-07/300160.SZ
27	东方通信	600776.SH	2024	本报告是东方通信发布的第三份环境、社会和公司治理（Environmental，Social&Governance，以	https://static.cninfo.com.cn/finalpage/2025-04-29/1223375195.PDF	CNINFO	2026-09-04T09:18:12+08:00	第7批次_27_东方通信.pdf	49688707	64	1113acee2288424238df8a7d5f6fe91babe77837297ecee03db3ae286541a650	77b4998b6ecb432507a761a29d80b49586fc825f5372ce160ed8aa50c6bd5822	pipeline-txt	success_api_gpu	pdf_text/batch-07/600776.SH
28	惠达卫浴	603385.SH	2024	及公司治理（ESG）报告	https://static.cninfo.com.cn/finalpage/2025-04-29/1223365886.PDF	CNINFO	2026-09-04T09:18:24+08:00	第7批次_28_惠达卫浴.pdf	49359921	38	d3480f192d22ebca04fdc40312801493d75ddb84557940ca8d90e947739a589f	3261b9bc87a92d18eac58b684af000d2b0894207d3de076bde1f3ac12e20d55e	pipeline-txt	success_api_gpu	pdf_text/batch-07/603385.SH
29	国星光电	002449.SZ	2024	2024 环境、社会及治理（ESG）报告	https://static.cninfo.com.cn/finalpage/2025-04-19/1223149680.PDF	CNINFO	2026-09-04T09:19:08+08:00	第7批次_29_国星光电.pdf	49233572	38	90babdfe887bed6991c5246f899b59e3b45cae298c05367685be1e9ccb20b5f9	e7a11347b61cd50c50519e1fbe327c6bb1f69f4b54626c82b05d11e94867b557	pipeline-txt	success_api_gpu	pdf_text/batch-07/002449.SZ
30	华菱线缆	001208.SZ	2024	华菱线缆2024年ESG报告	https://static.cninfo.com.cn/finalpage/2025-03-29/1222943951.PDF	CNINFO	2026-09-04T09:19:20+08:00	第7批次_30_华菱线缆.pdf	49125185	63	fcf079d19c0aba80b602f641cf7374f9162d74b7cce0d54dd639340e783ab48c	969c4317b4b2117177c0f8bee9f2d6666a3f5be0b9804706cd13d75e646c44f4	pipeline-txt	success_api_gpu	pdf_text/batch-07/001208.SZ
31	运达股份	300772.SZ	2024	本报告是运达能源科技集团股份有限公司（以下简称“运达股份” ）发布的第 3 份年度环境、社会及公司治理（ESG）暨	https://static.cninfo.com.cn/finalpage/2025-04-26/1223318254.PDF	CNINFO	2026-09-04T09:19:42+08:00	第7批次_31_运达股份.pdf	49124647	47	5ae2f10db97a04ffc16ea6f69b3e65f82a9c5afb815b8f06fae308d2b5105087	df92e49be730e519a8ad5c6bb96bc3e2bec5826fd021ee8c441e9ddd07a41102	pipeline-txt	success_api_gpu	pdf_text/batch-07/300772.SZ
32	特锐德	300001.SZ	2024	特锐德2024年ESG报告	https://static.cninfo.com.cn/finalpage/2025-08-08/1224440346.PDF	CNINFO	2026-09-04T09:20:15+08:00	第7批次_32_特锐德.pdf	49107572	86	a0ab36585f40ef808eb52613fb2dc9e94fcdc2c0eea33e32f07e51f0b9b3f12d	e1bd203ea51c4a1569669a75ab41179cf04d4d3d2c6bd91d5536d4c055bd2e5e	pipeline-txt	success_api_gpu	pdf_text/batch-07/300001.SZ
33	江天化学	300927.SZ	2024	(ESG) 报告	https://static.cninfo.com.cn/finalpage/2025-04-18/1223128247.PDF	CNINFO	2026-09-04T09:20:50+08:00	第7批次_33_江天化学.pdf	49053036	53	5b4e4cd16b3834ca64c31b305ad07849886ae0bc29200f9b0f6407477b43a392	93e83ee35b48e180a950c16d118d7ec5c561fb2caef7c62c17f00e691bd04a5f	pipeline-txt	success_api_gpu	pdf_text/batch-07/300927.SZ
34	小商品城	600415.SH	2024	本报告期间为2024年1月1日至12月31日	https://static.cninfo.com.cn/finalpage/2025-03-27/1222910275.PDF	CNINFO	2026-09-04T09:22:15+08:00	第7批次_34_小商品城.pdf	48916222	73	510d0b93a1dbdfcfacd14c669c1ef156a7a9ff6767853cba82bd141bbd9ee1d9	7ee91585fdee483c039791b838b072a57058852013ead882efc08d37902c7d39	pipeline-txt	success_api_gpu	pdf_text/batch-07/600415.SH
35	思瑞浦	688536.SH	2024	本报告是思瑞浦微电子科技（苏州）股份有限公司（股票代码：688536）发布的第4份环境、社会及公司治理（ESG）报告，旨在向我们的利益相关方全面呈现本公司在ESG方面的实践信息和	https://static.cninfo.com.cn/finalpage/2025-04-29/1223363035.PDF	CNINFO	2026-09-04T09:22:22+08:00	第7批次_35_思瑞浦.pdf	48831108	86	cb8423db255119d00767c1e6658064f670b143b79b3fd4607cd96649208db17a	0ab81f6043a9d6e2d2b5b788b7ddf3ce8bea18f85d4c7ee670858cd958ef590b	pipeline-txt	success_api_gpu	pdf_text/batch-07/688536.SH
36	山西高速	000755.SZ	2024	《央企控股上市公司 ESG 专项报告参考指标体系》	https://static.cninfo.com.cn/finalpage/2025-04-25/1223265704.PDF	CNINFO	2026-09-04T09:23:10+08:00	第7批次_36_山西高速.pdf	48501649	66	55d2b27ea70f335605caf0cf8d11b059d67431dd6608004d91c0830d15003983	4b3d56dae0a0fb6155b9cfbf7716aa9368dacf2233069dd5afdb71efd2a91172	pipeline-txt	success_api_gpu	pdf_text/batch-07/000755.SZ
37	西部矿业	601168.SH	2024	为方便表述和阅读，采用“本报告”“ESG 报告”代指西部矿业	https://static.cninfo.com.cn/finalpage/2025-04-12/1223071016.PDF	CNINFO	2026-09-04T09:24:22+08:00	第7批次_37_西部矿业.pdf	48435830	72	87d7223d77769f9fab5a0088f18ad3540968072addee9bb3666c2662c0f0963d	8ca528caa98896f0a3b799da75b5f863ff351fd768e4db8c3fa4cb916c838f5e	pipeline-txt	success_api_gpu	pdf_text/batch-07/601168.SH
38	南网储能	600995.SH	2024	2024 年度可持续发展报告（ESG 报告）	https://static.cninfo.com.cn/finalpage/2025-03-29/1222947640.PDF	CNINFO	2026-09-04T09:24:30+08:00	第7批次_38_南网储能.pdf	48173368	53	2f42b88fe63bfb09e2985ba4a451742ce958cde82268579b57bed456c28a5925	36ac92f474611dbb4998b9e540db35e0cf80586d86a964e8cb33bd8ee7bf591f	pipeline-txt	success_api_gpu	pdf_text/batch-07/600995.SH
39	龙建股份	600853.SH	2024	龙建路桥股份有限公司 2024 年度环境、社会和公司治理 (ESG) 报告 关于本报告	https://static.cninfo.com.cn/finalpage/2025-03-29/1222948254.PDF	CNINFO	2026-09-04T09:25:11+08:00	第7批次_39_龙建股份.pdf	48138860	81	e9ffae0f1a4347f6ce66e39a56b3b268f1f7caec43e80c58a01cc3445b34f133	39afa58fbfe447893108892b26bca79c586de08ad4f2f9c13be8d9822b4f3ab7	pipeline-txt	success_api_gpu	pdf_text/batch-07/600853.SH
40	航发科技	600391.SH	2024	环境、社会及治理(ESG)报告	https://static.cninfo.com.cn/finalpage/2025-04-01/1222972717.PDF	CNINFO	2026-09-04T09:25:40+08:00	第7批次_40_航发科技.pdf	48101055	23	ab12c139e7782f68f3263daaf3063c2a8370adc931cedb59941f4d8106be247f	c313cddab78c40f84872169e9b6fa9370ac15582ed13a4937c7d944326405d10	pipeline-txt	success_api_gpu	pdf_text/batch-07/600391.SH
41	ST荣科	300290.SZ	2024	环境、 社会及治理 （ESG） 报告	https://static.cninfo.com.cn/finalpage/2025-04-22/1223196164.PDF	CNINFO	2026-09-04T09:25:46+08:00	第7批次_41_ST荣科.pdf	48039292	31	0ebf91dddeaaf7f71d569721b66896212e4f0454a390aac75aeb3fe9a2acc9cd	87ff410a44fe75ddb07860a6de75c558e7da66b64ec69d6ca46c059cd5203e9a	pipeline-txt	success_api_gpu	pdf_text/batch-07/300290.SZ
42	水星家纺	603365.SH	2024	(ESG)报告	https://static.cninfo.com.cn/finalpage/2025-04-29/1223369228.PDF	CNINFO	2026-09-04T09:25:58+08:00	第7批次_42_水星家纺.pdf	48027991	74	b6dbe8f35e3dd6bfa172a5b1a57e980a5331e96ba2ad1b982655fa53adfec21f	d1f5da5774523580b9c27f0d78f562dfaa34a27c48d4cbf200a0c8dc6673a5b6	pipeline-txt	success_api_gpu	pdf_text/batch-07/603365.SH
43	华建集团	600629.SH	2024	“集团”、 “我们”）发布的第 10 份社会责任报告，阐述了集	https://static.cninfo.com.cn/finalpage/2025-04-30/1223413959.PDF	CNINFO	2026-09-04T09:26:04+08:00	第7批次_43_华建集团.pdf	48019419	84	0fb8e52153b78ce1190343772d4be55304f29c0b366a60ce4d47ccafdf50bb77	0e02be631e0f84aace5910a1fe91627c9386d19bb9bb0a55f4541750bd5b31c9	pipeline-txt	success_api_gpu	pdf_text/batch-07/600629.SH
44	特发服务	300917.SZ	2024	公司治理报告	https://static.cninfo.com.cn/finalpage/2025-04-21/1223151945.PDF	CNINFO	2026-09-04T09:26:47+08:00	第7批次_44_特发服务.pdf	47973486	54	74d729566e0b56ae2ccb1c73b1b752329c17968beae552d51c842719be977b9c	53f86d7833675d30f844a77eeb0d1bb689f5f1b6a90262c83e60fbf847c61dd0	pipeline-txt	success_api_gpu	pdf_text/batch-07/300917.SZ
45	德马科技	688360.SH	2024	社会及管治（ESG）报告	https://static.cninfo.com.cn/finalpage/2025-04-29/1223391661.PDF	CNINFO	2026-09-04T09:27:30+08:00	第7批次_45_德马科技.pdf	47876560	41	2028cf5317e14fa180c31a23c6f3fd5ea4aeccf794b2324d485cef870e19c75f	6b99413597e372217ce1b7973d95a232f0163295e273cffa2a99736de84a86db	pipeline-txt	success_api_gpu	pdf_text/batch-07/688360.SH
46	乐山电力	600644.SH	2024	乐山电力股份有限公司 | 2024 | 环境、社会与治理（ESG）报告 领导致辞	https://static.cninfo.com.cn/finalpage/2025-04-18/1223130656.PDF	CNINFO	2026-09-04T09:28:14+08:00	第7批次_46_乐山电力.pdf	47603911	44	4216f54607c233e488bf175eb839737d221429f0f1bb32b7dc9ef341f4f63993	163f230b4e2f495fff5d6160070597b3d301b1d2040e1634d114877c99c63087	pipeline-txt	success_api_gpu	pdf_text/batch-07/600644.SH
47	天能重工	300569.SZ	2024	2024年度环境、社会及治理（ESG）报告青岛天能重工股份有限公司	https://static.cninfo.com.cn/finalpage/2025-04-24/1223243285.PDF	CNINFO	2026-09-04T09:28:22+08:00	第7批次_47_天能重工.pdf	47574376	67	ca84236905aa31279b77c13403ec8b9da74b6ae12bcc82d1906b243833eb47a2	072e8a37c5ec892678e7c35b23d07feb8197167917d05da00d332c36faaa6006	pipeline-txt	success_api_gpu	pdf_text/batch-07/300569.SZ
48	易事特	300376.SZ	2024	本报告是易事特集团股份有限公司发布的第三份可持续发展（ESG）报告（以下简称“本报告”），此前	https://static.cninfo.com.cn/finalpage/2025-04-29/1223371662.PDF	CNINFO	2026-09-04T09:28:30+08:00	第7批次_48_易事特.pdf	47456352	66	9ab857f2790b27f857007251d174ac2146da9f052818b9db7af1e233c60f9386	66d270a17f7a958e01b2a664b5f834c336db9d15adb0eef541dda38607bcd43a	pipeline-txt	success_api_gpu	pdf_text/batch-07/300376.SZ
49	珠免集团	600185.SH	2024	环境、 社会和公司治理报告	https://static.cninfo.com.cn/finalpage/2025-04-29/1223389585.PDF	CNINFO	2026-09-04T09:28:38+08:00	第7批次_49_珠免集团.pdf	47094704	62	98a709bf8183e7523a5bdad57eca320b402fd450bc795eecb45ae8d4ad435167	ce98f1539ece62fc579678ef13312abca2773f5987a7989e9012072e72d52e66	pipeline-txt	success_api_gpu	pdf_text/batch-07/600185.SH
50	新华传媒	600825.SH	2024	本报告是上海新华传媒股份有限公司（以下简称“新华传媒”“本公司”“公司”）发布的第 3 份环境、社会和公司治理（ESG）类报告，旨在将可持续	https://static.cninfo.com.cn/finalpage/2025-04-25/1223283774.PDF	CNINFO	2026-09-04T09:28:44+08:00	第7批次_50_新华传媒.pdf	47094199	67	fca9db5a873b9a1bf55622c03ae564a4ca54e43906a0907cd4b770ad3ad68a37	cc914576d43d5a7fe9bedcb243b6856f09ee9b7351d4f8b31972d4743196946e	pipeline-txt	success_api_gpu	pdf_text/batch-07/600825.SH
